"","X.2","X.1","X","Date","daily.count","apparentTemperatureMax","apparentTemperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","cloudCover","dewPoint","humidity","icon","moonPhase","precipIntensity","precipIntensityMax","precipIntensityMaxTime","precipProbability","precipType","pressure","summary","sunriseTime","sunsetTime","temperatureMax","temperatureMaxTime","temperatureMin","temperatureMinTime","time","visibility","windBearing","windSpeed","dow","daylight","daylighth","Fri","Mon","Sat","Sun","Thurs","Tues","Wed","Wknd","TTh","holiday","uw","season","count","precipscale","temperaturescale","temperature","rain","ppp","temperatureMaxSq"
"898",898,898,898,"2015-04-16",4002,60.18,1429228800,41.63,1429200000,0.03,36.84,0.58,"clear-day",0.93,0,0,NA,0,"",1027.92,"Clear throughout the day.",1429190394,1429239632,60.18,1429228800,43.33,1429192800,1429167600,10,327,3.86,"Thurs",13.6772222222222,13.6772222222222,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"spring",4002,0,"median",51.755,0,0,3621.6324
"899",899,899,899,"2015-04-17",3454,62.93,1429311600,46.71,1429272000,0.09,41.29,0.6,"partly-cloudy-night",0.97,0,0,NA,0,"",1024.51,"Partly cloudy overnight.",1429276681,1429326117,62.93,1429311600,48.68,1429279200,1429254000,10,332,4.95,"Fri",13.7322222222222,13.7322222222222,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",3454,0,"median",55.805,0,0,3960.1849
"900",900,900,900,"2015-04-18",2401,62.65,1429401600,47.14,1429358400,0.01,40.54,0.58,"clear-day",0.01,0,0,NA,0,"",1026.83,"Clear throughout the day.",1429362970,1429412602,62.65,1429401600,49.68,1429358400,1429340400,10,331,5.34,"Sat",13.7866666666667,13.7866666666667,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",2401,0,"median",56.165,0,0,3925.0225
"901",901,901,901,"2015-04-19",2775,64.17,1429488000,44.24,1429448400,0.03,41.64,0.59,"clear-day",0.04,0,0,NA,0,"",1020.75,"Clear throughout the day.",1429449259,1429499087,64.17,1429488000,46.61,1429448400,1429426800,10,325,4.15,"Sun",13.8411111111111,13.8411111111111,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",2775,0,"median",55.39,0,0,4117.7889
"902",902,902,902,"2015-04-20",4556,70.31,1429574400,48.76,1429538400,0.02,40.22,0.55,"clear-day",0.08,0,0,NA,0,"",1013.34,"Clear throughout the day.",1429535549,1429585572,70.31,1429574400,48.76,1429538400,1429513200,10,327,3.14,"Mon",13.8952777777778,13.8952777777778,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",4556,0,"median",59.535,0,0,4943.4961
"903",903,903,903,"2015-04-21",3243,59.82,1429653600,42.25,1429678800,0.06,42.99,0.68,"rain",0.11,0.0041,0.0542,1429675200,0.73,"rain",1014.73,"Rain starting in the evening.",1429621840,1429672057,59.82,1429653600,46.01,1429682400,1429599600,9.29,29,1.76,"Tues",13.9491666666667,13.9491666666667,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"spring",3243,1,"median",52.915,1,0.01,3578.4324
"904",904,904,904,"2015-04-22",3351,58.67,1429747200,40.77,1429700400,0.21,35.38,0.61,"partly-cloudy-day",0.15,7e-04,0.01,1429686000,0.51,"rain",1020.81,"Partly cloudy until afternoon.",1429708133,1429758542,58.67,1429747200,43.98,1429700400,1429686000,10,261,0.51,"Wed",14.0025,14.0025,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"spring",3351,0,"median",51.325,0,0,3442.1689
"905",905,905,905,"2015-04-23",2458,52.12,1429815600,43,1429794000,0.21,37.01,0.64,"rain",0.18,0.0028,0.0226,1429833600,0.62,"rain",1012.56,"Light rain starting in the afternoon, continuing until evening.",1429794426,1429845027,52.12,1429815600,47,1429794000,1429772400,9.35,187,7.8,"Thurs",14.0558333333333,14.0558333333333,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"spring",2458,0,"median",49.56,1,0,2716.4944
"906",906,906,906,"2015-04-24",2276,54.61,1429923600,39.58,1429869600,0.26,39.68,0.7,"rain",0.21,0.0041,0.0379,1429869600,0.69,"rain",1009.78,"Light rain in the morning.",1429880720,1429931512,54.61,1429923600,45.09,1429869600,1429858800,9.72,174,9.14,"Fri",14.1088888888889,14.1088888888889,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",2276,0,"median",49.85,1,0,2982.2521
"907",907,907,907,"2015-04-25",1616,54.58,1429995600,42.43,1429963200,0.22,36.96,0.63,"partly-cloudy-day",0.24,3e-04,0.0063,1429984800,0.29,"rain",1015.58,"Partly cloudy in the morning.",1429967015,1430017997,54.58,1429995600,44.9,1429970400,1429945200,10,249,0.85,"Sat",14.1616666666667,14.1616666666667,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",1616,0,"median",49.74,0,0,2978.9764
"908",908,908,908,"2015-04-26",1566,59.67,1430089200,40.32,1430056800,0.07,38.47,0.63,"clear-day",0.27,0,0,NA,0,"",1022.66,"Clear throughout the day.",1430053312,1430104482,59.67,1430089200,43.64,1430053200,1430031600,10,173,4.19,"Sun",14.2138888888889,14.2138888888889,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",1566,0,"median",51.655,0,0,3560.5089
"909",909,909,909,"2015-04-27",4140,70.05,1430179200,52.92,1430132400,0.14,47.52,0.65,"clear-day",0.3,0,0,NA,0,"",1020.8,"Clear throughout the day.",1430139609,1430190966,70.05,1430179200,52.92,1430132400,1430118000,9.77,152,1.37,"Mon",14.2658333333333,14.2658333333333,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",4140,0,"median",61.485,0,0,4907.0025
"910",910,910,910,"2015-04-28",2745,61.69,1430215200,50.01,1430272800,NA,46.55,0.73,"rain",0.33,0.0021,0.0126,1430287200,0.54,"rain",1018.7,"Light rain in the evening and overnight.",1430225908,1430277451,61.69,1430215200,50.01,1430272800,1430204400,9.37,159,2.11,"Tues",14.3175,14.3175,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"spring",2745,0,"median",55.85,1,0,3805.6561
"911",911,911,911,"2015-04-29",3437,60.86,1430352000,45.44,1430308800,0.25,40.3,0.62,"partly-cloudy-night",0.36,7e-04,0.01,1430294400,0.51,"rain",1024.07,"Partly cloudy in the morning.",1430312208,1430363936,60.86,1430352000,48,1430308800,1430290800,10,189,5.46,"Wed",14.3688888888889,14.3688888888889,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"spring",3437,0,"median",54.43,0,0,3703.9396
"912",912,912,912,"2015-04-30",3608,58.59,1430438400,47.8,1430402400,0.15,38.73,0.59,"partly-cloudy-day",0.39,0,0,NA,0,"",1024.97,"Partly cloudy until afternoon.",1430398509,1430450420,58.59,1430438400,49.85,1430398800,1430377200,9.99,200,1.96,"Thurs",14.4197222222222,14.4197222222222,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"spring",3608,0,"median",54.22,0,0,3432.7881
"913",913,913,913,"2015-05-01",4224,60.96,1430524800,51.96,1430488800,0.1,41.88,0.6,"partly-cloudy-night",0.42,0,0,NA,0,"",1018.18,"Partly cloudy overnight.",1430484812,1430536904,60.96,1430524800,51.96,1430488800,1430463600,9.94,331,5.64,"Fri",14.47,14.47,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",4224,0,"median",56.46,0,0,3716.1216
"914",914,914,914,"2015-05-02",2215,61.78,1430607600,47.48,1430568000,0.11,37.67,0.53,"clear-day",0.46,0,0,NA,0,"",1017.85,"Clear throughout the day.",1430571116,1430623388,61.78,1430607600,49.79,1430571600,1430550000,9.88,331,6.2,"Sat",14.52,14.52,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",2215,0,"median",55.785,0,0,3816.7684
"915",915,915,915,"2015-05-03",2235,64.84,1430697600,48.18,1430661600,0,37.26,0.51,"clear-day",0.48,0,0,NA,0,"",1015,"Clear throughout the day.",1430657421,1430709872,64.84,1430697600,48.18,1430661600,1430636400,10,328,4.49,"Sun",14.5697222222222,14.5697222222222,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",2235,0,"median",56.51,0,0,4204.2256
"916",916,916,916,"2015-05-04",4520,61.18,1430784000,45.37,1430744400,0.15,40.24,0.6,"partly-cloudy-night",0.52,0,0,NA,0,"",1013.57,"Partly cloudy in the evening.",1430743728,1430796355,61.18,1430784000,48.56,1430748000,1430722800,10,201,7.09,"Mon",14.6186111111111,14.6186111111111,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",4520,0,"median",54.87,0,0,3742.9924
"917",917,917,917,"2015-05-05",2605,56.73,1430866800,44.12,1430830800,0.18,40.58,0.68,"rain",0.55,0.011,0.0605,1430834400,0.74,"rain",1017.56,"Rain in the morning and evening.",1430830036,1430882838,56.73,1430866800,48.14,1430838000,1430809200,9.49,184,6.09,"Tues",14.6672222222222,14.6672222222222,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"spring",2605,1,"median",52.435,1,0.02,3218.2929
"918",918,918,918,"2015-05-06",4231,59.36,1430960400,44.03,1430917200,0.2,39.56,0.64,"partly-cloudy-day",0.59,0,0,NA,0,"",1020.21,"Partly cloudy in the afternoon.",1430916345,1430969321,59.36,1430960400,46.79,1430917200,1430895600,10,334,3.83,"Wed",14.7155555555556,14.7155555555556,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"spring",4231,0,"median",53.075,0,0,3523.6096
"919",919,919,919,"2015-05-07",4916,64.6,1431036000,45.65,1431000000,0.07,39.15,0.56,"clear-day",0.62,0,0,NA,0,"",1019.8,"Clear throughout the day.",1431002657,1431055803,64.6,1431036000,46.47,1431000000,1430982000,10,325,3.04,"Thurs",14.7627777777778,14.7627777777778,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"spring",4916,0,"median",55.535,0,0,4173.16
"920",920,920,920,"2015-05-08",4452,70.48,1431133200,51.1,1431090000,0,40.21,0.51,"clear-day",0.66,0,0,NA,0,"",1016.99,"Dry throughout the day.",1431088969,1431142285,70.48,1431133200,51.1,1431090000,1431068400,10,319,3.54,"Fri",14.81,14.81,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",4452,0,"median",60.79,0,0,4967.4304
"921",921,921,921,"2015-05-09",2753,74.36,1431212400,50.79,1431176400,0.07,37.97,0.46,"clear-day",0.69,0,0,NA,0,"",1018.11,"Dry throughout the day.",1431175283,1431228766,74.36,1431212400,50.79,1431176400,1431154800,10,330,2.94,"Sat",14.8563888888889,14.8563888888889,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",2753,0,"median",62.575,0,0,5529.4096
"922",922,922,922,"2015-05-10",1958,66.81,1431298800,53.13,1431266400,0.08,43.95,0.58,"partly-cloudy-night",0.73,0,0,NA,0,"",1017.51,"Partly cloudy starting in the evening.",1431261599,1431315247,66.81,1431298800,53.13,1431266400,1431241200,10,233,2.24,"Sun",14.9022222222222,14.9022222222222,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",1958,0,"median",59.97,0,0,4463.5761
"923",923,923,923,"2015-05-11",3676,56.79,1431403200,52.65,1431363600,NA,45.65,0.71,"clear-day",0.77,0,0,NA,0,"",1015.94,"Clear throughout the day.",1431347917,1431401728,56.79,1431403200,52.65,1431363600,1431327600,9.78,178,5.12,"Mon",14.9475,14.9475,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",3676,0,"median",54.72,0,0,3225.1041
"924",924,924,924,"2015-05-12",3653,58.45,1431478800,53.42,1431446400,NA,47.92,0.77,"rain",0.8,0.0039,0.0437,1431496800,0.71,"rain",1010.84,"Light rain in the afternoon and overnight.",1431434236,1431488207,58.45,1431478800,53.42,1431446400,1431414000,9.7,170,6.65,"Tues",14.9919444444444,14.9919444444444,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"spring",3653,1,"median",55.935,1,0,3416.4025
"925",925,925,925,"2015-05-13",2707,54.65,1431543600,52.65,1431529200,NA,47.65,0.81,"rain",0.84,0.0087,0.0395,1431565200,0.69,"rain",1012.24,"Light rain starting in the afternoon, continuing until evening.",1431520557,1431574687,54.65,1431543600,52.65,1431529200,1431500400,9.11,170,7.71,"Wed",15.0361111111111,15.0361111111111,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"spring",2707,0,"median",53.65,1,0,2986.6225
"926",926,926,926,"2015-05-14",3811,60.18,1431655200,51.04,1431604800,0.1,46.43,0.74,"clear-day",0.88,3e-04,0.0063,1431586800,0.29,"rain",1012.38,"Clear throughout the day.",1431606880,1431661165,60.18,1431655200,51.04,1431604800,1431586800,9.39,315,3.07,"Thurs",15.0791666666667,15.0791666666667,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"spring",3811,0,"median",55.61,0,0,3621.6324
"927",927,927,927,"2015-05-15",5053,63.91,1431734400,51.1,1431698400,0.21,46.34,0.7,"partly-cloudy-day",0.92,3e-04,0.0063,1431698400,0.29,"rain",1011.89,"Partly cloudy in the afternoon.",1431693204,1431747643,63.91,1431734400,51.1,1431698400,1431673200,9.79,260,2.2,"Fri",15.1219444444444,15.1219444444444,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",5053,0,"median",57.505,0,0,4084.4881
"928",928,928,928,"2015-05-16",1655,59.9,1431831600,53.1,1431784800,NA,46.19,0.69,"clear-day",0.95,0,0,NA,0,"",1015.53,"Clear throughout the day.",1431779531,1431834120,59.9,1431831600,53.1,1431784800,1431759600,10,190,3.96,"Sat",15.1636111111111,15.1636111111111,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",1655,0,"median",56.5,0,0,3588.01
"929",929,929,929,"2015-05-17",2011,63.08,1431900000,53.15,1431864000,0.14,45.49,0.66,"partly-cloudy-night",0.99,0,0,NA,0,"",1018.1,"Partly cloudy overnight.",1431865859,1431920596,63.08,1431900000,53.15,1431864000,1431846000,10,317,3.11,"Sun",15.2047222222222,15.2047222222222,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",2011,0,"median",58.115,0,0,3979.0864
"930",930,930,930,"2015-05-18",4845,71.76,1431997200,53.19,1431954000,0.18,46.44,0.6,"partly-cloudy-day",0.03,0,0,NA,0,"",1017.46,"Partly cloudy in the evening.",1431952189,1432007071,71.76,1431997200,53.19,1431954000,1431932400,9.97,324,4.56,"Mon",15.245,15.245,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",4845,0,"median",62.475,0,0,5149.4976
"931",931,931,931,"2015-05-19",4872,65.71,1432080000,54.21,1432044000,0.15,47.45,0.67,"partly-cloudy-day",0.06,0,0,NA,0,"",1018.2,"Partly cloudy in the afternoon.",1432038521,1432093546,65.71,1432080000,54.21,1432044000,1432018800,9.45,291,1.95,"Tues",15.2847222222222,15.2847222222222,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"spring",4872,0,"median",59.96,0,0,4317.8041
"932",932,932,932,"2015-05-20",4580,64.28,1432180800,52.15,1432126800,0.12,47.43,0.7,"clear-day",0.1,0,0,NA,0,"",1014.84,"Clear throughout the day.",1432124855,1432180019,64.28,1432180800,52.15,1432126800,1432105200,8.01,290,2.92,"Wed",15.3233333333333,15.3233333333333,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"spring",4580,0,"median",58.215,0,0,4131.9184
"933",933,933,933,"2015-05-21",4768,70.68,1432249200,54.34,1432213200,0.05,45.75,0.6,"clear-day",0.13,0,0,NA,0,"",1011.04,"Clear throughout the day.",1432211192,1432266491,70.68,1432249200,54.34,1432213200,1432191600,8.82,335,2.25,"Thurs",15.3608333333333,15.3608333333333,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"spring",4768,0,"median",62.51,0,0,4995.6624
"934",934,934,934,"2015-05-22",3668,61.54,1432278000,54.24,1432303200,NA,48.08,0.72,"clear-day",0.16,0,0,NA,0,"",1015.29,"Clear throughout the day.",1432297530,1432352962,61.54,1432278000,54.24,1432303200,1432278000,9.64,203,5.12,"Fri",15.3977777777778,15.3977777777778,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",3668,0,"median",57.89,0,0,3787.1716
"935",935,935,935,"2015-05-23",1580,60.12,1432432800,54.1,1432389600,NA,47.62,0.71,"clear-day",0.19,2e-04,0.0037,1432407600,0.14,"rain",1020.98,"Clear throughout the day.",1432383870,1432439433,60.12,1432432800,54.1,1432389600,1432364400,10,205,3.21,"Sat",15.4341666666667,15.4341666666667,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",1580,0,"median",57.11,0,0,3614.4144
"936",936,936,936,"2015-05-24",1776,60.99,1432501200,53.24,1432479600,NA,47.45,0.7,"clear-day",0.22,0,0,NA,0,"",1019.46,"Clear throughout the day.",1432470212,1432525901,60.99,1432501200,53.24,1432479600,1432450800,9.55,222,3.5,"Sun",15.4691666666667,15.4691666666667,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",1776,0,"median",57.115,0,0,3719.7801
"937",937,937,937,"2015-05-25",1737,60.05,1432594800,54.06,1432548000,NA,47,0.7,"clear-day",0.25,0,0,NA,0,"",1016.46,"Clear throughout the day.",1432556557,1432612369,60.05,1432594800,54.06,1432548000,1432537200,10,185,6.2,"Mon",15.5033333333333,15.5033333333333,0,1,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE,"spring",1737,0,"median",57.055,0,0,3606.0025
"938",938,938,938,"2015-05-26",4254,64.62,1432692000,54.24,1432648800,0.25,46.03,0.64,"partly-cloudy-day",0.28,0,0,NA,0,"",1017.07,"Partly cloudy starting in the afternoon, continuing until evening.",1432642904,1432698835,64.62,1432692000,54.24,1432648800,1432623600,9.89,290,2.15,"Tues",15.5363888888889,15.5363888888889,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"spring",4254,0,"median",59.43,0,0,4175.7444
"939",939,939,939,"2015-05-27",4771,70.91,1432774800,54.99,1432728000,0.16,48.35,0.64,"partly-cloudy-day",0.31,0,0,NA,0,"",1017.29,"Partly cloudy in the morning.",1432729253,1432785300,70.91,1432774800,54.99,1432728000,1432710000,9.72,341,2.56,"Wed",15.5686111111111,15.5686111111111,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"spring",4771,0,"median",62.95,0,0,5028.2281
"940",940,940,940,"2015-05-28",5142,76.46,1432861200,54.63,1432821600,0.05,47.71,0.59,"clear-day",0.34,0,0,NA,0,"",1017.03,"Clear throughout the day.",1432815604,1432871764,76.46,1432861200,54.63,1432821600,1432796400,9.69,322,3.08,"Thurs",15.6,15.6,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"spring",5142,0,"high",65.545,0,0,5846.1316
"941",941,941,941,"2015-05-29",4548,72.25,1432947600,56.53,1432904400,0.08,47.23,0.58,"clear-day",0.37,0,0,NA,0,"",1014.2,"Clear throughout the day.",1432901958,1432958226,72.25,1432947600,56.53,1432904400,1432882800,8.96,327,2.03,"Fri",15.63,15.63,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"spring",4548,0,"median",64.39,0,0,5220.0625
"942",942,942,942,"2015-05-30",2308,67.88,1433041200,52.23,1432994400,0.1,43.84,0.59,"partly-cloudy-day",0.4,0,0,NA,0,"",1013.98,"Partly cloudy in the morning.",1432988314,1433044686,67.88,1433041200,52.23,1432994400,1432969200,9.36,219,2.32,"Sat",15.6588888888889,15.6588888888889,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",2308,0,"median",60.055,0,0,4607.6944
"943",943,943,943,"2015-05-31",2251,68.86,1433113200,54.35,1433080800,0.01,46.3,0.61,"clear-day",0.43,0,0,NA,0,"",1011.08,"Clear throughout the day.",1433074672,1433131145,68.86,1433113200,54.35,1433080800,1433055600,9.94,318,4.46,"Sun",15.6869444444444,15.6869444444444,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",2251,0,"median",61.605,0,0,4741.6996
"944",944,944,944,"2015-06-01",2989,60.94,1433145600,55.15,1433167200,0.12,49.18,0.73,"rain",0.47,0.003,0.0416,1433178000,0.7,"rain",1012.37,"Light rain in the morning.",1433161032,1433217602,60.94,1433145600,55.15,1433167200,1433142000,9.52,186,4.55,"Mon",15.7138888888889,15.7138888888889,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"summer",2989,1,"median",58.045,1,0,3713.6836
"945",945,945,945,"2015-06-02",3078,61.13,1433278800,55.35,1433311200,NA,48.08,0.7,"clear-day",0.51,2e-04,0.0037,1433257200,0.14,"rain",1016.18,"Clear throughout the day.",1433247395,1433304057,61.13,1433278800,55.35,1433311200,1433228400,9.99,184,5,"Tues",15.7394444444444,15.7394444444444,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"summer",3078,0,"median",58.24,0,0,3736.8769
"946",946,946,946,"2015-06-03",3658,62.42,1433379600,53.72,1433350800,NA,45.61,0.65,"clear-day",0.54,0,0,NA,0,"",1018.04,"Clear throughout the day.",1433333761,1433390511,62.42,1433379600,53.72,1433350800,1433314800,10,284,1.89,"Wed",15.7638888888889,15.7638888888889,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"summer",3658,0,"median",58.07,0,0,3896.2564
"947",947,947,947,"2015-06-04",4637,67.16,1433466000,55.01,1433419200,0.13,43.7,0.55,"partly-cloudy-day",0.57,0,0,NA,0,"",1019.56,"Partly cloudy in the evening.",1433420128,1433476963,67.16,1433466000,55.01,1433419200,1433401200,10,322,3.74,"Thurs",15.7875,15.7875,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"summer",4637,0,"median",61.085,0,0,4510.4656
"948",948,948,948,"2015-06-05",4333,73.82,1433548800,55.14,1433509200,0.07,45.4,0.52,"clear-day",0.61,0,0,NA,0,"",1018.91,"Clear throughout the day.",1433506499,1433563413,73.82,1433548800,55.14,1433509200,1433487600,10,323,3.56,"Fri",15.8094444444444,15.8094444444444,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"summer",4333,0,"median",64.48,0,0,5449.3924
"949",949,949,949,"2015-06-06",2475,77.88,1433635200,55.14,1433595600,0.11,45.08,0.5,"clear-day",0.64,0,0,NA,0,"",1016.49,"Clear throughout the day.",1433592871,1433649861,77.88,1433635200,55.14,1433595600,1433574000,10,322,2.68,"Sat",15.8305555555556,15.8305555555556,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"summer",2475,0,"high",66.51,0,0,6065.2944
"950",950,950,950,"2015-06-07",2487,81.28,1433725200,57.81,1433685600,0,45.14,0.46,"clear-day",0.68,0,0,NA,0,"",1016.25,"Clear throughout the day.",1433679247,1433736307,83.11,1433725200,57.81,1433685600,1433660400,9.99,328,3.15,"Sun",15.85,15.85,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"summer",2487,0,"high",70.46,0,0,6907.2721
"951",951,951,951,"2015-06-08",4475,79.36,1433804400,56.45,1433772000,0,44.39,0.47,"clear-day",0.72,0,0,NA,0,"",1015.17,"Dry throughout the day.",1433765624,1433822751,79.36,1433804400,56.45,1433772000,1433746800,9.39,325,3.74,"Mon",15.8686111111111,15.8686111111111,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"summer",4475,0,"high",67.905,0,0,6298.0096
"952",952,952,952,"2015-06-09",4935,76.67,1433898000,58.64,1433862000,0.02,38.47,0.38,"clear-day",0.76,0,0,NA,0,"",1013.5,"Dry throughout the day.",1433852005,1433909193,76.67,1433898000,58.64,1433862000,1433833200,9.94,341,4.29,"Tues",15.8855555555556,15.8855555555556,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"summer",4935,0,"high",67.655,0,0,5878.2889
"953",953,953,953,"2015-06-10",4977,74.33,1433984400,54.06,1433941200,0.05,43.53,0.51,"clear-day",0.79,0,0,NA,0,"",1014.47,"Clear throughout the day.",1433938387,1433995632,74.33,1433984400,54.06,1433941200,1433919600,9.69,236,2.08,"Wed",15.9013888888889,15.9013888888889,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"summer",4977,0,"median",64.195,0,0,5524.9489
"954",954,954,954,"2015-06-11",4719,70.3,1434078000,54.95,1434027600,0.11,45.14,0.57,"clear-day",0.83,0,0,NA,0,"",1019.1,"Clear throughout the day.",1434024773,1434082070,70.3,1434078000,54.95,1434027600,1434006000,9.92,242,1.78,"Thurs",15.9158333333333,15.9158333333333,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"summer",4719,0,"median",62.625,0,0,4942.09
"955",955,955,955,"2015-06-12",3769,62.73,1434160800,55.38,1434124800,NA,41.63,0.54,"clear-day",0.87,0,0,NA,0,"",1021.22,"Clear throughout the day.",1434111161,1434168505,62.73,1434160800,55.38,1434124800,1434092400,9.8,156,0.89,"Fri",15.9288888888889,15.9288888888889,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"summer",3769,0,"median",59.055,0,0,3935.0529
"956",956,956,956,"2015-06-13",2688,70.71,1434247200,52.53,1434200400,0.11,41.25,0.53,"partly-cloudy-day",0.91,0,0,NA,0,"",1018.47,"Partly cloudy in the morning.",1434197551,1434254938,70.71,1434247200,52.53,1434200400,1434178800,9.97,316,1.68,"Sat",15.9408333333333,15.9408333333333,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,"summer",2688,0,"median",61.62,0,0,4999.9041
"957",957,957,957,"2015-06-14",2556,75.47,1434330000,54.83,1434286800,0.03,42.94,0.47,"clear-day",0.94,0,0,NA,0,"",1015.43,"Clear throughout the day.",1434283944,1434341369,75.47,1434330000,54.83,1434286800,1434265200,10,329,4.5,"Sun",15.9513888888889,15.9513888888889,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,FALSE,"summer",2556,0,"high",65.15,0,0,5695.7209
"958",958,958,958,"2015-06-15",4581,78.62,1434412800,56.66,1434376800,0.05,41.24,0.41,"clear-day",0.97,0,0,NA,0,"",1013.2,"Clear throughout the day.",1434370340,1434427798,78.62,1434412800,56.66,1434376800,1434351600,10,336,3.93,"Mon",15.9605555555556,15.9605555555556,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,"summer",4581,0,"high",67.64,0,0,6181.1044
"959",959,959,959,"2015-06-16",4551,66.39,1434506400,54.97,1434459600,0.08,43.12,0.56,"partly-cloudy-day",0.02,0,0,NA,0,"",1018.33,"Partly cloudy in the morning.",1434456738,1434514224,66.39,1434506400,54.97,1434459600,1434438000,9.97,242,2.26,"Tues",15.9683333333333,15.9683333333333,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,FALSE,"summer",4551,0,"median",60.68,0,0,4407.6321
"960",960,960,960,"2015-06-17",4711,71.41,1434592800,54.33,1434549600,0.15,41.81,0.5,"partly-cloudy-day",0.05,0,NA,NA,0,"",1018.1,"Partly cloudy in the morning.",1434543138,1434600647,71.41,1434592800,54.33,1434549600,1434524400,9.96,331,2.5,"Wed",15.9747222222222,15.9747222222222,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,FALSE,"summer",4711,0,"median",62.87,0,0,5099.3881
